"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"La Guaira","La Guaira","10.6004","-66.9300","Venezuela","VE","VEN","Vargas","admin","","1862282663"
"Los Teques","Los Teques","10.4200","-67.0200","Venezuela","VE","VEN","Miranda","admin","303470","1862066931"
"Maracaibo","Maracaibo","10.7300","-71.6600","Venezuela","VE","VEN","Zulia","admin","2072000","1862072711"
"Maracay","Maracay","10.2469","-67.5958","Venezuela","VE","VEN","Aragua","admin","1007000","1862284350"
"Maturín","Maturin","9.7500","-63.1700","Venezuela","VE","VEN","Monagas","admin","410972","1862546949"
"Merida","Merida","8.4000","-71.1300","Venezuela","VE","VEN","Mérida","admin","345489","1862668122"
"San Carlos","San Carlos","9.6580","-68.5900","Venezuela","VE","VEN","Cojedes","admin","77192","1862109303"
"San Cristóbal","San Cristobal","7.7700","-72.2500","Venezuela","VE","VEN","Táchira","admin","438798","1862252264"
"San Felipe","San Felipe","10.3360","-68.7460","Venezuela","VE","VEN","Yaracuy","admin","76766","1862716082"
"San Fernando de Apure","San Fernando de Apure","7.9000","-67.4699","Venezuela","VE","VEN","Apure","admin","122701","1862404343"
"San Juan De Los Morros","San Juan De Los Morros","9.9010","-67.3540","Venezuela","VE","VEN","Guárico","admin","87739","1862865294"
"Trujillo","Trujillo","9.3804","-70.4400","Venezuela","VE","VEN","Trujillo","admin","50353","1862212549"
"Tucupita","Tucupita","9.0605","-62.0600","Venezuela","VE","VEN","Delta Amacuro","admin","51534","1862849758"
"Valencia","Valencia","10.2300","-67.9800","Venezuela","VE","VEN","Carabobo","admin","1770000","1862309871"
"Puerto Ayacucho","Puerto Ayacucho","5.6639","-67.6236","Venezuela","VE","VEN","Amazonas","admin","52526","1862027409"
"La Asunción","La Asuncion","11.0333","-63.8833","Venezuela","VE","VEN","Nueva Esparta","admin","35084","1862490314"
"El Tigre","El Tigre","8.8903","-64.2600","Venezuela","VE","VEN","Anzoátegui","minor","197440","1862428934"
"Ciudad Guayana","Ciudad Guayana","8.3700","-62.6200","Venezuela","VE","VEN","Bolívar","minor","746535","1862889027"
"Upata","Upata","8.0204","-62.4100","Venezuela","VE","VEN","Bolívar","minor","53685","1862794619"
"Puerto la Cruz","Puerto la Cruz","10.1700","-64.6800","Venezuela","VE","VEN","Anzoátegui","minor","546616","1862856141"
"Anaco","Anaco","9.4400","-64.4600","Venezuela","VE","VEN","Anzoátegui","minor","117596","1862074247"
"Porlamar","Porlamar","10.9604","-63.8500","Venezuela","VE","VEN","Nueva Esparta","minor","196934","1862693736"
"La Esmeralda","La Esmeralda","3.1738","-65.5466","Venezuela","VE","VEN","Amazonas","minor","150","1862255876"
"Guasdualito","Guasdualito","7.2400","-70.7400","Venezuela","VE","VEN","Apure","minor","30860","1862834503"
"Valle de la Pascua","Valle de la Pascua","9.2100","-66.0200","Venezuela","VE","VEN","Guárico","minor","89080","1862904072"
"Zaraza","Zaraza","9.3404","-65.3200","Venezuela","VE","VEN","Guárico","minor","41483","1862643668"
"Altagracia de Orituco","Altagracia de Orituco","9.8504","-66.3800","Venezuela","VE","VEN","Guárico","minor","40052","1862533029"
"Carora","Carora","10.1900","-70.0800","Venezuela","VE","VEN","Lara","minor","149711","1862485109"
"Puerto Cabello","Puerto Cabello","10.4704","-68.1700","Venezuela","VE","VEN","Carabobo","minor","174000","1862031193"
"Maiquetía","Maiquetia","10.6004","-66.9700","Venezuela","VE","VEN","Vargas","minor","315442","1862822831"
"Ocumare del Tuy","Ocumare del Tuy","10.1200","-66.7800","Venezuela","VE","VEN","Miranda","minor","166072","1862015576"
"Calabozo","Calabozo","8.9304","-67.4400","Venezuela","VE","VEN","Guárico","minor","117132","1862623441"
"Acarigua","Acarigua","9.5804","-69.2000","Venezuela","VE","VEN","Portuguesa","minor","260921","1862134462"
"Cabimas","Cabimas","10.4300","-71.4500","Venezuela","VE","VEN","Zulia","minor","441094","1862398719"
"Santa Rita","Santa Rita","10.5318","-71.5039","Venezuela","VE","VEN","Zulia","minor","31810","1862676200"
"San Carlos del Zulia","San Carlos del Zulia","9.0104","-71.9200","Venezuela","VE","VEN","Zulia","minor","97288","1862219492"
"Machiques","Machiques","10.0704","-72.5499","Venezuela","VE","VEN","Zulia","minor","62968","1862003182"
"Valera","Valera","9.3200","-70.6200","Venezuela","VE","VEN","Trujillo","minor","191167","1862735261"
"Punto Fijo","Punto Fijo","11.7200","-70.2100","Venezuela","VE","VEN","Falcón","minor","234736","1862535644"
"Carúpano","Carupano","10.6700","-63.2300","Venezuela","VE","VEN","Sucre","minor","126293","1862777685"
"Road Town","Road Town","18.4167","-64.6167","Virgin Islands, British","VG","VGB","","primary","","1092732412"
"Quảng Trị","Quang Tri","16.7504","107.2000","Vietnam","VN","VNM","Quảng Trị","","72722","1704089491"
"Thanh Hóa","Thanh Hoa","19.8200","105.8000","Vietnam","VN","VNM","Thanh Hóa","admin","197551","1704016079"
"Vung Tau","Vung Tau","10.3554","107.0850","Vietnam","VN","VNM","Bà Rịa-Vũng Tàu","admin","248767","1704581438"
"Play Ku","Play Ku","13.9833","108.0000","Vietnam","VN","VNM","Gia Lai","admin","142900","1704220080"
"Cam Ranh","Cam Ranh","11.9020","109.2207","Vietnam","VN","VNM","Khánh Hòa","","146771","1704104189"
"Đông Hà","Dong Ha","16.8500","107.1333","Vietnam","VN","VNM","Quảng Trị","admin","17662","1704264596"
"Luan Chau","Luan Chau","21.7400","103.3430","Vietnam","VN","VNM","Điện Biên","","7335","1704201464"
"Mỹ Tho","My Tho","10.3504","106.3500","Vietnam","VN","VNM","Tiền Giang","admin","124143","1704000376"
"Bắc Giang","Bac Giang","21.2670","106.2000","Vietnam","VN","VNM","Bắc Giang","admin","53728","1704256754"
"Bắc Ninh","Bac Ninh","21.1861","106.0763","Vietnam","VN","VNM","Bắc Ninh","admin","","1704025181"
"Quảng Ngãi","Quang Ngai","15.1504","108.8300","Vietnam","VN","VNM","Quảng Ngãi","admin","250000","1704029499"
"Long Xuyen","Long Xuyen","10.3804","105.4200","Vietnam","VN","VNM","An Giang","admin","350000","1704453892"
"Bắc Kạn","Bac Kan","22.1333","105.8333","Vietnam","VN","VNM","Bắc Kạn","admin","29227","1704000217"
"Lao Chi","Lao Chi","22.5014","103.9660","Vietnam","VN","VNM","Lào Cai","admin","67206","1704290986"
"Da Nang","Da Nang","16.0600","108.2500","Vietnam","VN","VNM","Quảng Nam","","1000000","1704966442"
"Vĩnh Yên","Vinh Yen","21.3089","105.6049","Vietnam","VN","VNM","Vĩnh Phúc","admin","","1704905946"
"Kon Tum","Kon Tum","14.3838","107.9833","Vietnam","VN","VNM","Kon Tum","","105489","1704082555"
"Sơn Tây","Son Tay","21.1382","105.5050","Vietnam","VN","VNM","Hà Nội","minor","189547","1704714941"
"Hanoi","Hanoi","21.0333","105.8500","Vietnam","VN","VNM","Hà Nội","primary","4378000","1704413791"
"Da Lat","Da Lat","11.9304","108.4200","Vietnam","VN","VNM","Lâm Đồng","","256019","1704613422"
"Haiphong","Haiphong","20.8300","106.6801","Vietnam","VN","VNM","Hải Phòng","admin","1969000","1704000623"
"Hưng Yên","Hung Yen","20.6464","106.0511","Vietnam","VN","VNM","Hưng Yên","admin","","1704000203"
"Cẩm Phả","Cam Pha","21.0404","107.3200","Vietnam","VN","VNM","Quảng Ninh","minor","135477","1704985016"
"Buon Me Thuot","Buon Me Thuot","12.6670","108.0500","Vietnam","VN","VNM","Đắk Lắk","admin","349945","1704542086"
"Châu Đốc","Chau Doc","10.7004","105.1167","Vietnam","VN","VNM","An Giang","","70239","1704020910"
"Tuy Hòa","Tuy Hoa","13.0820","109.3160","Vietnam","VN","VNM","Phú Yên","admin","69596","1704697424"
"Vinh","Vinh","18.7000","105.6800","Vietnam","VN","VNM","Nghệ An","admin","593645","1704960059"
"Yên Bái","Yen Bai","21.7050","104.8750","Vietnam","VN","VNM","Yên Bái","admin","96540","1704249231"
"Tam Kỳ","Tam Ky","15.5736","108.4740","Vietnam","VN","VNM","Quảng Nam","admin","","1704410655"
"Gia Nghĩa","Gia Nghia","12.0042","107.6907","Vietnam","VN","VNM","Đắk Nông","admin","","1704361005"
"Đà Nẵng","Da Nang","16.0748","108.2240","Vietnam","VN","VNM","Đà Nẵng","admin","","1704949870"
"Ho Chi Minh City","Ho Chi Minh City","10.7800","106.6950","Vietnam","VN","VNM","Hồ Chí Minh","admin","5314000","1704774326"
"Đà Lạt","Da Lat","11.9359","108.4429","Vietnam","VN","VNM","Lâm Đồng","admin","","1704933464"
"Nha Trang","Nha Trang","12.2500","109.1700","Vietnam","VN","VNM","Khánh Hòa","admin","411556","1704497901"
"Cao Lãnh","Cao Lanh","10.4670","105.6360","Vietnam","VN","VNM","Đồng Tháp","admin","149837","1704276832"
"Đồng Hới","Dong Hoi","17.4833","106.6000","Vietnam","VN","VNM","Quảng Bình","admin","189265","1704323043"
"Vĩnh Long","Vinh Long","10.2560","105.9640","Vietnam","VN","VNM","Vĩnh Long","admin","103314","1704262419"
"Truc Giang","Truc Giang","10.2350","106.3750","Vietnam","VN","VNM","Bến Tre","admin","59442","1704108909"
"Rạch Giá","Rach Gia","10.0154","105.0914","Vietnam","VN","VNM","Kiến Giang","admin","300000","1704872008"
"Sóc Trăng","Soc Trang","9.6037","105.9800","Vietnam","VN","VNM","Sóc Trăng","admin","300000","1704758756"
"Can Tho","Can Tho","10.0500","105.7700","Vietnam","VN","VNM","Cần Thơ","admin","1121000","1704783472"
"Đồng Xoài","Dong Xoai","11.5349","106.8832","Vietnam","VN","VNM","Bình Phước","admin","","1704845487"
"Hon Quan","Hon Quan","11.6504","106.6000","Vietnam","VN","VNM","Bình Phước","","40279","1704953411"
"Hue","Hue","16.4700","107.5800","Vietnam","VN","VNM","Thừa Thiên-Huế","admin","950000","1704016023"
"Vị Thanh","Vi Thanh","9.7845","105.4701","Vietnam","VN","VNM","Hậu Giang","admin","","1704210026"
"Việt Trì","Viet Tri","21.3304","105.4300","Vietnam","VN","VNM","Phú Thọ","admin","350000","1704332956"
"Biên Hòa","Bien Hoa","10.9700","106.8301","Vietnam","VN","VNM","Đồng Nai","admin","652646","1704863046"
"Hà Tĩnh","Ha Tinh","18.3338","105.9000","Vietnam","VN","VNM","Hà Tĩnh","admin","165396","1704544061"
"Kon Tum","Kon Tum","14.3545","108.0076","Vietnam","VN","VNM","Kon Tum","admin","","1704988146"
"Phan Rang","Phan Rang","11.5670","108.9833","Vietnam","VN","VNM","Ninh Thuận","admin","179773","1704094609"
"Phan Thiet","Phan Thiet","10.9337","108.1001","Vietnam","VN","VNM","Bình Thuận","admin","336846","1704221456"
"Tan An","Tan An","10.5337","106.4167","Vietnam","VN","VNM","Long An","admin","137498","1704199290"
"Cà Mau","Ca Mau","9.1774","105.1500","Vietnam","VN","VNM","Cà Mau","admin","356636","1704320474"
"Tra Vinh","Tra Vinh","9.9340","106.3340","Vietnam","VN","VNM","Trà Vinh","admin","131360","1704929966"
"Qui Nhon","Qui Nhon","13.7800","109.1800","Vietnam","VN","VNM","Bình Định","admin","805290","1704056461"
"Thu Dau Mot","Thu Dau Mot","10.9691","106.6527","Vietnam","VN","VNM","Bình Dương","admin","244277","1704890399"
"Tây Ninh","Tay Ninh","11.3230","106.1470","Vietnam","VN","VNM","Tây Ninh","admin","126370","1704250951"
"Lai Châu","Lai Chau","22.3964","103.4582","Vietnam","VN","VNM","Lai Châu","admin","","1704983526"
"Điện Biên Phủ","Dien Bien Phu","21.3854","103.0161","Vietnam","VN","VNM","Điện Biên","admin","","1704081536"
"Thái Nguyên","Thai Nguyen","21.6000","105.8300","Vietnam","VN","VNM","Thái Nguyên","admin","500000","1704613715"
"Thái Bình","Thai Binh","20.4503","106.3330","Vietnam","VN","VNM","Thái Bình","admin","210000","1704716027"
"Sơn La","Son La","21.3280","103.9100","Vietnam","VN","VNM","Sơn La","admin","19054","1704957010"
"Phủ Lý","Phu Ly","20.5453","105.9122","Vietnam","VN","VNM","Hà Nam","admin","","1704841896"
"Ninh Bình","Ninh Binh","20.2543","105.9750","Vietnam","VN","VNM","Ninh Bình","admin","130517","1704442748"
"Nam Định","Nam Dinh","20.4200","106.2000","Vietnam","VN","VNM","Nam Định","admin","243186","1704906277"
"Lạng Sơn","Lang Son","21.8460","106.7570","Vietnam","VN","VNM","Lạng Sơn","admin","148000","1704004349"
"Hoa Binh","Hoa Binh","20.8137","105.3383","Vietnam","VN","VNM","Hòa Bình","admin","105260","1704237072"
"Hong Gai","Hong Gai","20.9604","107.1000","Vietnam","VN","VNM","Quảng Ninh","admin","172915","1704379547"
"Hai Duong","Hai Duong","20.9420","106.3310","Vietnam","VN","VNM","Hải Dương","admin","58030","1704909566"
"Ha Giang","Ha Giang","22.8337","104.9833","Vietnam","VN","VNM","Hà Giang","admin","38362","1704495953"
"Cao Bằng","Cao Bang","22.6640","106.2680","Vietnam","VN","VNM","Cao Bằng","admin","41112","1704552735"
"Bạc Liêu","Bac Lieu","9.2804","105.7200","Vietnam","VN","VNM","Bạc Liêu","admin","225000","1704298745"
"Bà Rịa","Ba Ria","10.4963","107.1684","Vietnam","VN","VNM","Bà Rịa-Vũng Tàu","admin","","1704764642"
"Tuyên Quang","Tuyen Quang","21.8180","105.2110","Vietnam","VN","VNM","Tuyên Quang","admin","36430","1704662313"
"Port Vila","Port Vila","-17.7334","168.3166","Vanuatu","VU","VUT","Shefa","primary","44040","1548805075"
"Isangel","Isangel","-19.5417","169.2817","Vanuatu","VU","VUT","Tafea","admin","","1548941443"
"Luganville","Luganville","-15.5126","167.1766","Vanuatu","VU","VUT","Sanma","admin","13397","1548569362"
"Lakatoro","Lakatoro","-16.1056","167.4189","Vanuatu","VU","VUT","Malampa","admin","","1548761183"
"Saratamata","Saratamata","-15.2869","167.9906","Vanuatu","VU","VUT","Penama","admin","","1548907051"
"Sola","Sola","-13.8761","167.5517","Vanuatu","VU","VUT","Torba","admin","","1548600754"
"Leava","Leava","-14.2933","-178.1583","Wallis And Futuna","WF","WLF","Sigave","admin","","1876731744"
"Mata-Utu","Mata-Utu","-13.2825","-176.1736","Wallis And Futuna","WF","WLF","Uvea","primary","","1876784844"
"Apia","Apia","-13.8415","-171.7386","Samoa","WS","WSM","","primary","61916","1882489296"
"Afega","Afega","-13.7973","-171.8531","Samoa","WS","WSM","Tuamasaga","admin","","1882284139"
"Asau","Asau","-13.5196","-172.6378","Samoa","WS","WSM","Vaisigano","admin","","1882504626"
"Leulumoega","Leulumoega","-13.8230","-171.9613","Samoa","WS","WSM","A‘ana","admin","","1882782502"
"Safotu","Safotu","-13.4513","-172.4018","Samoa","WS","WSM","Gagaifomauga","admin","","1882879383"
"Safotulafai","Safotulafai","-13.6715","-172.1777","Samoa","WS","WSM","Fa‘asaleleaga","admin","","1882524892"
"Lufilufi","Lufilufi","-13.8745","-171.5986","Samoa","WS","WSM","Atua","admin","","1882092632"
"Mulifanua","Mulifanua","-13.8318","-172.0360","Samoa","WS","WSM","Aiga-i-le-Tai","admin","","1882029963"
"Saleaula","Saleaula","-13.4489","-172.3352","Samoa","WS","WSM","Gaga‘emauga","admin","","1882605280"
"Samamea","Samamea","-13.9338","-171.5312","Samoa","WS","WSM","Va‘a-o-Fonoti","admin","","1882468874"
"Satupa‘itea","Satupa`itea","-13.7659","-172.3269","Samoa","WS","WSM","Satupa‘itea","admin","","1882940042"
"Vailoa","Vailoa","-13.7555","-172.3070","Samoa","WS","WSM","Palauli","admin","","1882047846"
"Ordino","Ordino","42.5563","1.5327","Andorra","AD","AND","Ordino","admin","","1020655238"
"La Massana","La Massana","42.5434","1.5148","Andorra","AD","AND","La Massana","admin","","1020543453"
"Canillo","Canillo","42.5670","1.5981","Andorra","AD","AND","Canillo","admin","","1020594179"
"Andorra","Andorra","42.5000","1.5165","Andorra","AD","AND","Andorra la Vella","primary","53998","1020828846"
"Encamp","Encamp","42.5361","1.5828","Andorra","AD","AND","Encamp","admin","","1020417470"
"Sant Julià de Lòria","Sant Julia de Loria","42.4664","1.4933","Andorra","AD","AND","Sant Julià de Lòria","admin","","1020885733"
"Escaldes-Engordany","Escaldes-Engordany","42.5085","1.5385","Andorra","AD","AND","Escaldes-Engordany","admin","","1020008674"
"Al Fujayrah","Al Fujayrah","25.1234","56.3375","United Arab Emirates","AE","ARE","Al Fujayrah","admin","94163","1784909196"
"Dubai","Dubai","25.2300","55.2800","United Arab Emirates","AE","ARE","Dubayy","admin","1379000","1784736618"
"Ras al Khaymah","Ras al Khaymah","25.7915","55.9428","United Arab Emirates","AE","ARE","Ra’s al Khaymah","admin","160849","1784053892"
"Umm al Qaywayn","Umm al Qaywayn","25.5653","55.5533","United Arab Emirates","AE","ARE","Umm al Qaywayn","admin","44411","1784525230"
"Abu Dhabi","Abu Dhabi","24.4667","54.3666","United Arab Emirates","AE","ARE","Abū Z̧aby","primary","603492","1784176710"
"‘Ajmān","`Ajman","25.4056","55.4618","United Arab Emirates","AE","ARE","‘Ajmān","admin","","1784337875"
"Sharjah","Sharjah","25.3714","55.4065","United Arab Emirates","AE","ARE","Ash Shāriqah","admin","1103027","1784152993"
"Al Ayn","Al Ayn","24.2305","55.7400","United Arab Emirates","AE","ARE","Abū Z̧aby","","408733","1784674685"
"Kabul","Kabul","34.5167","69.1833","Afghanistan","AF","AFG","Kābul","primary","3277000","1004993580"
"Sharan","Sharan","33.1757","68.7304","Afghanistan","AF","AFG","Paktīkā","admin","","1004273142"
"Zaranj","Zaranj","31.1120","61.8870","Afghanistan","AF","AFG","Nīmrōz","admin","49851","1004504986"
"Lashkar Gah","Lashkar Gah","31.5830","64.3600","Afghanistan","AF","AFG","Helmand","admin","201546","1004765445"
"Kandahar","Kandahar","31.6100","65.6949","Afghanistan","AF","AFG","Kandahār","admin","715542","1004003059"
"Tarin Kowt","Tarin Kowt","32.6333","65.8667","Afghanistan","AF","AFG","Uruzgān","admin","10000","1004893931"
"Herat","Herat","34.3300","62.1700","Afghanistan","AF","AFG","Herāt","admin","481009","1004237782"
"Ghazni","Ghazni","33.5633","68.4178","Afghanistan","AF","AFG","Ghaznī","admin","141000","1004167490"
"Maīdān Shahr","Maidan Shahr","34.3956","68.8662","Afghanistan","AF","AFG","Wardak","admin","","1004798735"
"Andkhvoy","Andkhvoy","36.9317","65.1015","Afghanistan","AF","AFG","Fāryāb","minor","71730","1004472345"
"Pol-e Khomri","Pol-e Khomri","35.9511","68.7011","Afghanistan","AF","AFG","Baghlān","admin","56369","1004123527"
"Mazar-e Sharif","Mazar-e Sharif","36.7000","67.1000","Afghanistan","AF","AFG","Balkh","admin","458151","1004436363"
"Sar-e Pul","Sar-e Pul","36.2154","65.9325","Afghanistan","AF","AFG","Sar-e Pul","admin","","1004047427"
"Meymaneh","Meymaneh","35.9302","64.7701","Afghanistan","AF","AFG","Fāryāb","admin","199795","1004622920"
"Gardiz","Gardiz","33.6001","69.2146","Afghanistan","AF","AFG","Paktiyā","admin","103601","1004468894"
"Asadabad","Asadabad","34.8660","71.1500","Afghanistan","AF","AFG","Kunaṟ","admin","48400","1004251962"
"Jalalabad","Jalalabad","34.4415","70.4361","Afghanistan","AF","AFG","Nangarhār","admin","597971","1004315012"
"Zareh Sharan","Zareh Sharan","32.8500","68.4167","Afghanistan","AF","AFG","Paktīkā","","13737","1004965319"
"Mehtar Lam","Mehtar Lam","34.6500","70.1667","Afghanistan","AF","AFG","Laghmān","admin","17345","1004590769"
"Aybak","Aybak","36.2610","68.0400","Afghanistan","AF","AFG","Samangān","admin","24000","1004564619"
"Sheberghan","Sheberghan","36.6580","65.7383","Afghanistan","AF","AFG","Jowzjān","admin","93241","1004805783"
"Khōst","Khost","33.3395","69.9204","Afghanistan","AF","AFG","Khōst","admin","","1004919977"
"Farah","Farah","32.3917","62.0968","Afghanistan","AF","AFG","Farāh","admin","73647","1004523791"
"Mahmud-E Eraqi","Mahmud-E Eraqi","35.0167","69.3333","Afghanistan","AF","AFG","Kāpīsā","admin","7407","1004151943"
"Qala i Naw","Qala i Naw","34.9830","63.1333","Afghanistan","AF","AFG","Bādghīs","admin","2997","1004947440"
"Feyzabad","Feyzabad","37.1298","70.5792","Afghanistan","AF","AFG","Badakhshān","admin","64704","1004452653"
"Charikar","Charikar","35.0183","69.1679","Afghanistan","AF","AFG","Parwān","admin","53676","1004817775"
"Nīlī","Nili","33.7218","66.1302","Afghanistan","AF","AFG","Dāykundī","admin","","1004642532"
"Bāzārak","Bazarak","35.3129","69.5152","Afghanistan","AF","AFG","Panjshir","admin","","1004374554"
"Kondoz","Kondoz","36.7280","68.8725","Afghanistan","AF","AFG","Kunduz","admin","259809","1004227517"
"Qalat","Qalat","32.1123","66.8868","Afghanistan","AF","AFG","Zābul","admin","12191","1004016690"
"Taloqan","Taloqan","36.7300","69.5400","Afghanistan","AF","AFG","Takhār","admin","64256","1004687194"
"Mayda Shahr","Mayda Shahr","34.4500","68.8000","Afghanistan","AF","AFG","Wardak","","35008","1004450357"
"Balkh","Balkh","36.7501","66.8997","Afghanistan","AF","AFG","Balkh","minor","179969","1004654094"
"Baghlan","Baghlan","36.1393","68.6993","Afghanistan","AF","AFG","Baghlān","minor","218748","1004943705"
"Bamian","Bamian","34.8211","67.5210","Afghanistan","AF","AFG","Bāmyān","admin","61863","1004274041"
"Karokh","Karokh","34.4868","62.5918","Afghanistan","AF","AFG","Herāt","minor","17484","1004546127"
"Baraki Barak","Baraki Barak","33.9667","68.9667","Afghanistan","AF","AFG","Lōgar","minor","22305","1004707647"
"Pul-e ‘Alam","Pul-e `Alam","33.9953","69.0227","Afghanistan","AF","AFG","Lōgar","admin","","1004180853"
"Pārūn","Parun","35.4206","70.9226","Afghanistan","AF","AFG","Nūristān","admin","","1004795942"
"Chaghcharan","Chaghcharan","34.5167","65.2500","Afghanistan","AF","AFG","Ghōr","admin","15000","1004988038"
"Saint John's","Saint John's","17.1180","-61.8500","Antigua And Barbuda","AG","ATG","Saint John","primary","35499","1028912067"
"The Valley","The Valley","18.2167","-63.0500","Anguilla","AI","AIA","","primary","","1660698387"
"Berat","Berat","40.7100","19.9720","Albania","AL","ALB","Berat","admin","46866","1008955153"
"Korçë","Korce","40.6167","20.7667","Albania","AL","ALB","Korçë","admin","58259","1008361921"
"Librazhd","Librazhd","41.2000","20.3667","Albania","AL","ALB","Elbasan","","12691","1008800835"
"Gjirokastër","Gjirokaster","40.0790","20.1490","Albania","AL","ALB","Gjirokastër","admin","23437","1008368062"
"Pukë","Puke","42.0333","19.8833","Albania","AL","ALB","Shkodër","","6495","1008739218"
"Krujë","Kruje","41.5190","19.7970","Albania","AL","ALB","Durrës","","21286","1008696208"
"Tepelenë","Tepelene","40.2833","20.0333","Albania","AL","ALB","Gjirokastër","","11955","1008683571"
"Rrëshen","Rreshen","41.7833","19.8167","Albania","AL","ALB","Lezhë","","10064","1008845269"
"Çorovodë","Corovode","40.5167","20.2333","Albania","AL","ALB","Berat","","14046","1008566247"
"Shkodër","Shkoder","42.0685","19.5188","Albania","AL","ALB","Shkodër","admin","155767","1008977725"
"Lushnjë","Lushnje","40.9400","19.7160","Albania","AL","ALB","Fier","","41469","1008790888"
"Ersekë","Erseke","40.3333","20.6833","Albania","AL","ALB","Korçë","","7890","1008049831"
"Bajram Curri","Bajram Curri","42.3333","20.0833","Albania","AL","ALB","Kukës","","7967","1008251523"
"Durrës","Durres","41.3178","19.4482","Albania","AL","ALB","Durrës","admin","142432","1008173690"
"Burrel","Burrel","41.6260","20.0160","Albania","AL","ALB","Dibër","","15405","1008883153"
"Kukës","Kukes","42.0830","20.4340","Albania","AL","ALB","Kukës","admin","17832","1008649172"
"Gramsh","Gramsh","40.8667","20.2000","Albania","AL","ALB","Elbasan","","11556","1008632813"
"Lezhë","Lezhe","41.7880","19.6540","Albania","AL","ALB","Lezhë","admin","18695","1008889153"
"Sarandë","Sarande","39.8770","20.0000","Albania","AL","ALB","Vlorë","","15147","1008879697"
"Përmet","Permet","40.2340","20.3520","Albania","AL","ALB","Gjirokastër","","10686","1008604833"
"Pogradec","Pogradec","40.9000","20.6640","Albania","AL","ALB","Korçë","","40000","1008366566"
"Elbasan","Elbasan","41.1215","20.0838","Albania","AL","ALB","Elbasan","admin","165010","1008409270"
"Peshkopi","Peshkopi","41.6833","20.4333","Albania","AL","ALB","Dibër","admin","14848","1008412550"
"Fier","Fier","40.7300","19.5730","Albania","AL","ALB","Fier","admin","82297","1008293317"
"Tirana","Tirana","41.3275","19.8189","Albania","AL","ALB","Tiranë","primary","895350","1008162156"
"Vlorë","Vlore","40.4774","19.4982","Albania","AL","ALB","Vlorë","admin","89546","1008276050"
"Yerevan","Yerevan","40.1812","44.5136","Armenia","AM","ARM","Yerevan","primary","1102000","1051074169"
"Gyumri","Gyumri","40.7894","43.8475","Armenia","AM","ARM","Shirak","admin","148381","1051341374"
"Gavarr","Gavarr","40.3589","45.1267","Armenia","AM","ARM","Geghark’unik’","admin","21680","1051983153"
"Artashat","Artashat","39.9539","44.5506","Armenia","AM","ARM","Ararat","admin","20562","1051969157"
"Yeghegnadzor","Yeghegnadzor","39.7611","45.3333","Armenia","AM","ARM","Vayots’ Dzor","admin","8200","1051234787"
"Armavir","Armavir","40.1545","44.0382","Armenia","AM","ARM","Armavir","admin","","1051878002"
"Ijevan","Ijevan","40.8788","45.1485","Armenia","AM","ARM","Tavush","admin","","1051007129"
"Hrazdan","Hrazdan","40.4941","44.7602","Armenia","AM","ARM","Kotayk’","admin","","1051566733"
"Vanadzor","Vanadzor","40.8128","44.4883","Armenia","AM","ARM","Lorri","admin","101098","1051691929"
"Ashtarak","Ashtarak","40.3017","44.3592","Armenia","AM","ARM","Aragatsotn","admin","18779","1051714712"
"Kapan","Kapan","39.2075","46.4058","Armenia","AM","ARM","Syunik’","admin","","1051527958"
"Ijevan","Ijevan","40.8756","45.1492","Armenia","AM","ARM","Tavush","","14737","1051564822"
"Luiana","Luiana","-17.3695","23.0000","Angola","AO","AGO","Kuando Kubango","","150","1024455938"
"Mavinga","Mavinga","-15.7895","20.3600","Angola","AO","AGO","Kuando Kubango","","30000","1024585059"
"Benguela","Benguela","-12.5783","13.4072","Angola","AO","AGO","Benguela","admin","151226","1024141961"
"Cangamba","Cangamba","-13.6996","19.8600","Angola","AO","AGO","Moxico","","1307","1024036836"
"Cabinda","Cabinda","-5.5596","12.1900","Angola","AO","AGO","Cabinda","admin","91791","1024474012"
"Xangongo","Xangongo","-16.7400","14.9700","Angola","AO","AGO","Cunene","","447","1024323582"
"Lubango","Lubango","-14.9167","13.5000","Angola","AO","AGO","Huíla","admin","","1024669127"
"Huambo","Huambo","-12.7500","15.7600","Angola","AO","AGO","Huambo","admin","1100000","1024079828"
"Chitado","Chitado","-17.3196","13.9200","Angola","AO","AGO","Cunene","","500","1024158837"
"Luena","Luena","-11.7900","19.9000","Angola","AO","AGO","Moxico","admin","21115","1024283760"
"Mucusso","Mucusso","-18.0195","21.4300","Angola","AO","AGO","Kuando Kubango","","100","1024035453"
"Ndalatando","Ndalatando","-9.2995","14.9100","Angola","AO","AGO","Kwanza Norte","admin","8144","1024645515"
"Ondjiva","Ondjiva","-17.0696","15.7300","Angola","AO","AGO","Cunene","admin","10169","1024504085"
"Mbanza-Congo","Mbanza-Congo","-6.2696","14.2400","Angola","AO","AGO","Zaire","admin","60182","1024532464"
"Nzeto","Nzeto","-7.2296","12.8600","Angola","AO","AGO","Zaire","","21059","1024025450"
"Capenda-Camulemba","Capenda-Camulemba","-9.4196","18.4300","Angola","AO","AGO","Lunda Norte","","80000","1024864144"
"Calulo","Calulo","-9.9996","14.9000","Angola","AO","AGO","Kwanza Sul","","795","1024545873"
"Calucinga","Calucinga","-11.3196","16.2000","Angola","AO","AGO","Bié","","531","1024822780"
